first_name,last_name,price,above_100
Sarah,Montoya,206.8212547,False
Jennifer,Barker,89.18615989,False
Sharon,Garza,72.35772704,False
Tiffany,Stevens,196.379322,False
Ruben,Armstrong,93.69836738,False
Dr.,Jeffrey,271.162282,False
Nicole,Ramsey,247.8596071,False
Anne,Roy,277.9324821,False
Lori,Sanchez,285.6616405,False
Allison,Chavez,126.850211,False
Marcus,Adams,36.47040894,False
Mary,Smith,16.31507197,False
Joseph,Reed,178.4576742,False
Jason,Armstrong,26.04525746,False
Jeff,Armstrong,88.47561284,False
Sean,Shields,247.8395255,False
Jessica,Allison,104.742308,False
Christian,Grant,99.11707917,False
Edward,Watson,180.3535589,False
Derrick,Cooke,142.090116,False
Arthur,Hall,235.9669749,False
Sean,Patrick,139.4507994,False
Heather,Collins,127.3925734,False
Megan,Gomez,107.8624451,False
William,Hale,114.6709254,False
Olivia,Thompson,8.608441014,False
Lori,Torres,18.85827433,False
Vickie,Hernandez,214.9321807,False
Kimberly,Brown,40.3199327,False
Sherry,Meza,182.8545499,False
Phillip,Hansen,44.11611704,False
Jeanette,Knight,28.68694329,False
Kayla,Hanson,27.63036397,False
James,Johnston,284.4290554,False
Dr.,John,53.72799274,False
Elizabeth,Reyes,93.68075684,False
Kristen,Henry,77.00624357,False
Claudia,Anderson,160.3401593,False
Nicholas,Webb,18.71038619,False
Allison,Cooper,206.0421068,False
Zachary,Barnes,280.7741315,False
Gregory,Hill,265.9765808,False
Terry,Ayers,16.51163899,False
Jessica,Wilson,290.4095461,False
Daniel,Frazier,190.3291917,False
Brian,Welch,218.2505083,False
Carol,Chavez,123.1834427,False
Ethan,Mcdonald,214.3503174,False
Gerald,Martinez,57.54786356,False
Eric,King,59.87926423,False
Sylvia,Walters,110.9463132,False
Jonathan,Lane,64.46710142,False
Matthew,Turner,180.2628702,False
Jeffrey,Bauer,30.51584181,False
Jessica,Shaffer,54.90193651,False
Chris,Spencer,251.3752831,False
Mary,Clarke,236.0529879,False
Timothy,Mendoza,105.9834816,False
Alicia,Hoffman,182.343699,False
Joseph,Gardner,144.8091344,False
Rachael,Rangel,297.9496406,False
Jeffrey,Harrington,194.2716338,False
Sophia,Randolph,158.543126,False
Debbie,Freeman,275.8719167,False
Matthew,Braun,201.7749657,False
Sheri,Hudson,268.3748402,False
Mary,King,204.0785754,False
Beth,Davis,155.0680648,False
Margaret,Castillo,193.9063244,False
Tommy,Sandoval,172.283041,False
Christopher,Hines,46.55435299,False
Richard,Wright,208.3596969,False
Michael,Brown,278.5230886,False
Nathan,Yu,134.1895098,False
Cameron,Ford,248.8921382,False
Carla,Hayes,265.3745759,False
Marissa,Matthews,136.0925777,False
Dr.,Samuel,237.1592416,False
Gary,Figueroa,168.9447684,False
Michael,West,146.8886849,False
Martin,Walton,140.3400576,False
Zachary,Lee,8.667301583,False
Christopher,Stephenson,67.01185633,False
Eric,Ortiz,117.7242458,False
Kara,Pittman,56.23964364,False
Andrew,Cowan,295.9391812,False
Rhonda,Moss,259.0397505,False
Sarah,Williams,92.82627714,False
Carolyn,Collins,236.2472888,False
Larry,Mooney,135.2701794,False
Laura,Livingston,294.2580699,False
Candace,Mckenzie,84.58145758,False
Candace,Wallace,124.7464543,False
Jason,White,218.4318041,False
Patricia,Reynolds,89.01176826,False
Michael,Ellison,244.4717106,False
Melissa,Robles,238.4560967,False
Heidi,Fry,109.6264717,False
James,Smith,163.9573856,False
Charles,Ruiz,48.45811847,False
Stephanie,Green,9.144974191,False
Stacey,Garcia,106.6192039,False
Glenda,Burke,206.3635063,False
Zachary,Alvarez,104.052369,False
Rachel,Shaw,2.448211506,False
Carmen,Beard,269.623685,False
Tony,Daniels,186.9035775,False
Randy,Mora,70.74105982,False
George,Aguirre,128.9497508,False
James,Miller,297.0405639,False
Jacqueline,Williams,17.30622156,False
April,Taylor,121.2898903,False
Robert,Johnson,131.6237779,False
Gary,White,280.9706506,False
Kim,Lowe,192.7758756,False
Samantha,Jones,136.3415564,False
Randy,Lozano,16.30104965,False
Arthur,Chavez,6.903795238,False
Melissa,Miller,162.6066945,False
Leslie,Mccormick,282.5021066,False
Carlos,Rubio,63.21802404,False
David,York,86.53219266,False
Gabriella,Anthony,7.638645405,False
Olivia,Poole,117.854172,False
Wayne,Wilson,74.67047228,False
Elizabeth,Moore,267.3988136,False
Janice,Campbell,33.4533981,False
Julie,Johnson,63.64156782,False
Misty,Cantrell,189.0392091,False
Robert,Soto,109.0138357,False
Brenda,Cowan,60.84957659,False
Kelly,Guerrero,259.5112157,False
David,Nichols,19.48524858,False
Kayla,Taylor,186.2356283,False
Antonio,Garcia,125.4772126,False
Tyler,Cisneros,186.5898295,False
Jillian,Crawford,158.8172773,False
Karl,Pierce,132.7746811,False
Joann,Taylor,276.9621962,False
Jennifer,Jenkins,59.12858208,False
Nancy,Brown,78.87073418,False
Emma,Munoz,120.8428757,False
Shawn,Galloway,141.0298622,False
Melissa,Mcguire,213.0821204,False
Bryan,Chavez,125.396156,False
Fernando,Salazar,256.1537305,False
Megan,Moore,251.3477985,False
Robert,Williams,175.209725,False
Dennis,Sanford,29.45043264,False
Kimberly,Herrera,154.8076505,False
Gloria,Potts,289.1049353,False
Suzanne,Barnett,8.470995351,False
Leah,Myers,44.5579739,False
Kylie,Thomas,13.45341602,False
Amanda,Murphy,50.55321552,False
Christopher,Matthews,282.3634971,False
Nicole,Parks,52.28399767,False
Bobby,Martin,205.4899695,False
Kevin,Chambers,121.1711016,False
Kimberly,Lawson,250.2880742,False
Rachel,Lopez,101.8881123,False
Christopher,Clay,219.3845088,False
Daniel,Martin,.30019336,False
William,Taylor,66.55747014,False
Steven,Johnson,111.293282,False
Daniel,Miller,80.57756789,False
Taylor,Bryant,187.6315408,False
Lauren,Jones,194.7926312,False
Lindsey,Robertson,22.73764686,False
Allison,Thomas,168.3334975,False
Vernon,Bishop,216.1870446,False
Susan,Parsons,132.918526,False
Brady,Snyder,210.3960863,False
Brent,Mcgrath,174.6983567,False
Peter,Smith,278.6080181,False
Deborah,Fox,248.1228234,False
Heather,Collins,147.4274074,False
Phillip,Meyers,102.7977472,False
Nicholas,Hubbard,275.4008364,False
Misty,Ramirez,62.31681444,False
Scott,Johnson,85.87388958,False
Jay,Nixon,253.4674787,False
Tony,Hall,61.19716522,False
Taylor,Smith,41.49264584,False
Mark,Reynolds,70.49794436,False
Marilyn,Christensen,155.4854533,False
Denise,Atkins,185.451601,False
Melissa,Gonzales,228.0025997,False
Henry,Hoffman,229.6628876,False
Daisy,Davenport,59.52753518,False
Christopher,Paul,122.7131699,False
Kevin,Craig,148.2010516,False
Natalie,Coleman,122.1440452,False
Jeremy,Strickland,130.8435662,False
Gary,Bonilla,162.6152534,False
Amanda,Richards,236.5957164,False
Heidi,Perez,245.1757228,False
Robert,Johnson,174.6922346,False
Gary,Mills,183.8363212,False
Chelsea,Caldwell,16.12083718,False
John,Frye,223.2774175,False
Michael,Strong,220.4122322,False
Christopher,Delgado,85.78279752,False
Whitney,Wallace,253.4556183,False
Rebecca,Martinez,59.68320226,False
Marissa,Mccoy,116.9634653,False
Ricky,Kerr,38.99584409,False
Anna,Campbell,249.9213404,False
Marie,Walters,73.38808729,False
Robert,Martin,38.22288302,False
Marc,Davis,162.2802619,False
James,Dixon,159.3794328,False
Vicki,Ramirez,186.1602427,False
Krista,Campbell,161.2338436,False
Lauren,Patterson,170.2123273,False
Megan,Clark,290.2581556,False
Judy,Zimmerman,219.5888255,False
Joseph,Williams,210.7841859,False
Lori,Acevedo,210.6602899,False
William,Taylor,275.6331763,False
Dawn,Snyder,248.9840417,False
Jennifer,Simmons,80.68353707,False
Alyssa,Nunez,163.8009002,False
Robert,Black,63.92800482,False
Julia,Young,239.2396683,False
Melinda,Barnes,227.2506352,False
Mr.,Brett,154.1341836,False
Erik,Stevenson,246.0040722,False
Daniel,George,34.80089308,False
Lindsey,Jones,197.7020395,False
Virginia,Lopez,227.4255915,False
Andrew,Brown,92.88318049,False
Donna,Lowery,264.8326094,False
Alexis,Andrade,6.313985183,False
Alyssa,Pierce,47.74032516,False
Tara,Johnson,38.26768696,False
Michael,Brady,162.0594322,False
James,Rhodes,51.92414009,False
Pamela,Scott,42.43333392,False
Martin,Ward,170.9498248,False
Kristina,Hernandez,107.6915718,False
Robert,Bush,87.18004191,False
Rebecca,Larson,214.3895725,False
Brittany,Watson,190.520018,False
Ryan,Ramirez,249.7287913,False
Edward,Burns,87.64996993,False
John,Prince,31.73842034,False
Ashley,Boyer,107.6625992,False
James,Dean,61.6954542,False
Natalie,Gordon,268.2800094,False
Ryan,Smith,136.207813,False
Stephen,Thompson,54.29639714,False
William,Delgado,96.25442517,False
Brian,Johnson,124.929208,False
James,Patel,216.6056429,False
Allen,Rogers,145.4342467,False
Aimee,Reyes,277.6656815,False
Susan,Williams,255.2153532,False
Edward,Griffin,108.6205222,False
Debra,Baker,296.5003089,False
Yvette,Kramer,279.9371174,False
Alyssa,Williams,270.8972241,False
John,Cunningham,173.0242833,False
Dana,Gilbert,86.51917139,False
Stephen,Henry,146.1515578,False
Bradley,James,137.9824935,False
Melinda,Peters,16.83003044,False
Robert,Goodman,213.5423984,False
Leslie,Moore,195.9630799,False
Sarah,Gray,270.7947288,False
Amy,Haynes,258.5062773,False
Gary,Dean,184.425152,False
Jonathan,Duran,224.5361417,False
Elizabeth,Ruiz,124.6694495,False
Caitlin,Lewis,196.3598959,False
Micheal,Blackburn,10.44317525,False
Sheryl,Mccarthy,159.9519731,False
Lisa,Smith,150.9122679,False
Jared,Juarez,247.5606457,False
Brett,Castro,217.3328585,False
Jessica,Murray,175.3022184,False
Austin,Coffey,16.25913962,False
Shelly,Jacobs,3.856762052,False
Elizabeth,Logan,298.7423281,False
Cody,Anderson,128.0814967,False
Kayla,Wood,256.052876,False
Paul,Singh,157.9636169,False
James,Mays,245.2433072,False
Thomas,Moore,244.5914982,False
Linda,Pacheco,299.604007,False
Jenny,Clark,66.32311808,False
Patrick,Guzman,223.4965981,False
Mr.,Scott,229.487331,False
John,Stevenson,23.09927229,False
Kristina,Brooks,154.6805826,False
Nancy,Aguilar,63.38787527,False
Robert,Brown,132.7329536,False
Jessica,Williams,255.9581577,False
David,Brown,290.5944806,False
Dorothy,Munoz,242.56454,False
Jason,Lawson,76.09246622,False
James,Hall,167.9698314,False
Patricia,Carpenter,46.08147123,False
Jeff,Cardenas,64.36052627,False
Michelle,Johnson,19.18945036,False
Frank,Madden,17.34021424,False
George,Tanner,291.4292653,False
Dylan,Johnson,40.65328581,False
Pamela,King,282.4817647,False
Jesse,Frazier,95.66568525,False
Edward,Russell,103.2235913,False
Diana,Mcdonald,183.096436,False
Randy,Dawson,192.1441514,False
Jasmine,Williams,286.1692336,False
Robert,Smith,124.219007,False
Sara,Young,183.9944858,False
Samantha,Gonzalez,205.5899257,False
Christina,Torres,286.2681619,False
Maria,Bailey,141.9076294,False
Charles,Bartlett,94.22658657,False
Natalie,Parker,238.0161589,False
Paula,Hernandez,48.88381678,False
Jessica,Jenkins,14.94777896,False
Drew,Henson,223.0761309,False
Michael,Davis,17.98090899,False
Ian,Ramos,23.68465648,False
Anna,Wright,235.5824596,False
Ashley,Anderson,74.40865878,False
Jennifer,Wright,298.1278773,False
Nicole,Lopez,67.72888616,False
Tara,Ellis,21.92761435,False
Hannah,Elliott,42.35003061,False
Gavin,Rodriguez,116.3664242,False
Johnny,Jackson,291.5968901,False
Martin,Garrett,147.0670556,False
Terri,Hayes,167.3609673,False
Adam,Huang,260.8409357,False
Carolyn,Garner,104.4106535,False
Lisa,Lee,130.2202511,False
Rodney,Escobar,8.711600244,False
Michael,Johnson,144.5450063,False
Michelle,Carter,55.94822858,False
John,Dunn,81.5436983,False
Terry,Pierce,297.8661824,False
David,Buck,258.7910904,False
Jennifer,Newman,149.3096363,False
Cynthia,Lee,246.5934196,False
Sylvia,Clark,299.5252351,False
Joseph,Taylor,86.08285036,False
Kathleen,Barton,37.4218087,False
Michael,Harris,52.86340979,False
Eric,Benson,172.1967218,False
Curtis,Butler,44.51322087,False
Brittany,Le,51.04878875,False
Jeremiah,Sims,101.161794,False
David,Davis,290.4227547,False
Tiffany,Bond,181.4895479,False
Patricia,Chen,61.60059465,False
William,Crawford,181.7603749,False
Christina,Roberts,29.28680092,False
Jerome,Scott,232.1441336,False
Jeffery,Walker,272.0840276,False
Todd,Alvarez,212.1733632,False
John,Henry,223.9911858,False
James,Miles,156.3675778,False
Michael,Downs,31.19720611,False
Kayla,Wheeler,6.095911005,False
Charles,Martin,161.2752287,False
Harold,Bennett,135.042355,False
Michael,Swanson,200.3923528,False
Janet,Mcdonald,79.80353707,False
Brett,Willis,244.4064115,False
Jacob,Smith,27.92322882,False
Alexa,Webb,167.5688585,False
Louis,Klein,40.12200004,False
Tony,Yu,15.74238645,False
Lisa,Goodman,121.0784096,False
Kimberly,Hernandez,36.97352302,False
Phillip,Friedman,145.8418308,False
Brian,Lam,2.900394487,False
Kristin,Wilkins,251.8510287,False
Joshua,Lynch,188.878111,False
Blake,Mclaughlin,276.6512157,False
Billy,Olsen,10.00480704,False
Shawn,Brock,179.6158086,False
Danielle,Jones,222.6952076,False
Jim,Gomez,60.12919733,False
Sabrina,Henderson,178.7453853,False
David,Pennington,245.3184012,False
Deborah,Williams,137.015971,False
Stephanie,Bowman,227.0047204,False
Joseph,Frazier,176.4533023,False
Ryan,Mclaughlin,249.864376,False
Tony,Hall,135.8550959,False
Timothy,Martin,289.2653637,False
John,Obrien,261.8481216,False
Barbara,Johnson,53.80589508,False
Brandon,Marshall,139.8477827,False
Carrie,Miller,11.55550873,False
Samantha,Dean,261.6193407,False
Jamie,Wilson,87.74932378,False
Carlos,Acosta,236.6035296,False
Amy,Bennett,228.7494578,False
Dominique,Wells,116.6435954,False
Sarah,Bright,237.5160783,False
Michael,Barton,111.5883392,False
Rebecca,Anderson,172.3062642,False
Megan,Riggs,31.41542458,False
Whitney,Andrews,44.1176993,False
Catherine,Jones,127.0135122,False
William,Andrews,236.2180763,False
Kathleen,Edwards,158.3239538,False
Roger,Frost,220.4688874,False
Justin,Johnson,255.8491608,False
Valerie,Young,265.1702577,False
Samantha,Perez,239.9469797,False
Devin,Allen,72.15833791,False
Stephanie,Little,238.9238728,False
Melanie,Miller,27.5070475,False
Erica,Beck,2.408526397,False
Toni,Dunn,168.373362,False
Eric,Dunn,211.8975891,False
David,Jackson,169.3550529,False
Melanie,Gates,94.66629008,False
Heather,Pierce,17.41061969,False
Jordan,Lewis,153.0146174,False
Michele,Johnson,255.7149801,False
Samantha,Ryan,249.4925261,False
Christopher,Hudson,201.9997518,False
Zachary,Williams,106.5992164,False
Donna,Davis,66.72879991,False
Jordan,Erickson,237.7720748,False
Christopher,Nolan,88.7427826,False
Evelyn,Hanna,11.36458787,False
Jason,Johnson,250.2314702,False
Barbara,Caldwell,224.7115849,False
Ronald,Huff,7.220543464,False
Holly,Norris,216.2305109,False
Derrick,Carter,11.83791299,False
Kenneth,Golden,285.8508169,False
Grace,Edwards,70.08655795,False
Jonathan,Rios,57.71259736,False
Mackenzie,Miller,265.5941732,False
Tammy,Taylor,138.8559857,False
Reginald,King,207.3305606,False
Matthew,Fletcher,130.5591612,False
Elizabeth,Jordan,177.7124355,False
Sally,Santiago,45.11902986,False
James,Johnson,12.89573538,False
Jason,Saunders,242.8437386,False
Carol,Hernandez,4.624370641,False
Kendra,Dawson,291.5212704,False
James,Hess,58.42698092,False
Michael,Stokes,25.51886602,False
Jeffrey,Martinez,147.6903791,False
Joseph,Bell,102.9874282,False
Pamela,Black,140.719389,False
Robert,Jordan,100.4711011,False
Kathy,Baker,263.5511899,False
Brian,Bailey,115.3628316,False
Mitchell,Clark,190.2857937,False
Kelly,Mcintyre,168.7344269,False
Susan,Ali,260.5821259,False
Latoya,Gonzales,205.0424222,False
Olivia,Mayo,251.5393163,False
Thomas,Anderson,221.0320214,False
Todd,Jennings,182.3938507,False
Paul,Dixon,22.25760841,False
Julie,Torres,130.6787559,False
James,Miller,202.2296492,False
John,Howard,80.73869922,False
Anne,Savage,134.0405497,False
Richard,Wilson,226.8917134,False
Mrs.,Amber,187.5777824,False
Todd,Armstrong,99.18946135,False
Aaron,Richardson,118.4556824,False
Gregory,Pollard,234.1382368,False
Jon,Butler,225.7678307,False
Chelsea,Madden,116.6229213,False
Misty,Ramos,234.0837103,False
Ryan,Murphy,233.787281,False
Brittany,Sandoval,259.1615163,False
Rose,Stanton,132.5843724,False
Kristen,Banks,287.0092393,False
Julia,Stokes,140.3125662,False
Paul,Phillips,186.004365,False
Amber,Thompson,128.4038652,False
Mrs.,Valerie,278.473292,False
Adam,Parker,228.1780449,False
Jennifer,Gonzales,201.9577223,False
Jacqueline,Hernandez,260.086074,False
Cory,Walker,276.8951661,False
Jennifer,Miller,220.5202145,False
Dawn,Bond,270.3604905,False
Tara,Daniel,247.6926552,False
Rebecca,Thompson,136.4907152,False
Victor,Serrano,260.1217048,False
Elizabeth,Bell,55.220858,False
Julie,Coleman,122.6292673,False
Jennifer,Brown,8.634621797,False
Jessica,Moore,266.6472363,False
John,Ramirez,160.9401531,False
Becky,Hall,271.1221772,False
Christine,Smith,295.80399,False
Christopher,Osborne,146.2329234,False
Jacob,Hernandez,7.999586638,False
Jennifer,Rogers,128.5133967,False
Tammy,Young,19.64948762,False
James,Lewis,56.04829693,False
Charles,Stanley,74.1148732,False
Christina,Garcia,85.95341522,False
Heather,Davis,74.29698857,False
Ashley,Fuentes,228.8808044,False
Jorge,Brown,2.668016258,False
Sierra,Park,205.5258599,False
Todd,Miller,272.9947016,False
Jeffrey,Sanchez,71.25953585,False
Crystal,Luna,99.9830512,False
Devin,Flores,60.75152093,False
Bianca,Martin,123.5356854,False
Danielle,Snyder,26.67738087,False
Edward,Carney,265.0690245,False
Joseph,Grimes,268.7529259,False
April,Fowler,164.807737,False
Michelle,Mccoy,145.0996084,False
Alicia,Stone,21.30617961,False
Micheal,Lloyd,215.1732624,False
Richard,Ortiz,148.9167449,False
Jasmine,Reyes,44.61653265,False
Tony,Smith,114.4025946,False
Mary,Melton,198.305836,False
William,Griffin,146.0813867,False
Scott,Vargas,58.25361228,False
Adam,Guerra,13.06034675,False
Christina,Vang,215.2971497,False
Nicole,Williams,189.1902467,False
Erica,Powers,142.7933784,False
Angela,Garcia,175.2561835,False
Melissa,Brown,257.9026846,False
John,Santiago,55.75051528,False
Donald,Nelson,20.74710164,False
Misty,Bell,263.0063735,False
Vanessa,Barnes,81.07265035,False
Brian,Austin,212.6489366,False
Jeffrey,King,252.2896877,False
Levi,Vaughn,142.1224476,False
Melanie,Blake,244.2496518,False
Marvin,Franklin,219.6697621,False
Angela,Massey,110.5922776,False
Lisa,Cole,202.2032766,False
George,Stark,103.6304844,False
Jeffrey,Salas,232.9586528,False
Richard,Reeves,85.83249893,False
Heather,Maldonado,292.4101672,False
Shelly,Mcdaniel,267.5668047,False
David,Ryan,80.92148227,False
Tyler,Trevino,75.70611538,False
Christina,Jackson,155.4855824,False
Jodi,Peterson,20.74948998,False
Melissa,Carney,42.0237226,False
David,Cole,113.4241367,False
Ricardo,Weber,215.4765291,False
Jessica,Mckenzie,280.9707751,False
James,Ramirez,36.28177824,False
Jeffrey,Wise,77.17375689,False
Brandy,Fisher,169.5800524,False
Renee,Barrera,246.0147811,False
Melanie,Wiggins,14.97387711,False
Alexander,Mckee,171.6037468,False
Sheryl,Hill,9.161919917,False
Sandra,White,272.9878419,False
Christopher,Thompson,22.06905227,False
Mr.,Daniel,130.7526411,False
Theresa,Johnson,61.15255402,False
Kristopher,Cunningham,127.4296829,False
Nathan,Morgan,166.2127571,False
David,Murray,110.6025674,False
April,Taylor,2.033803094,False
Daniel,Herrera,245.1409137,False
John,Mcpherson,200.3253003,False
Scott,Simmons,44.45087327,False
Gary,Tran,86.68368261,False
Erica,Vaughn,289.7922876,False
Jennifer,Peterson,179.3599432,False
April,Mccormick,219.6090619,False
Justin,Davis,39.14509514,False
Julia,Hall,163.1533708,False
Anna,Cunningham,188.9376293,False
Jacob,Stevens,233.2257703,False
Jerry,Payne,169.6238126,False
Mark,Collins,117.6222818,False
Benjamin,Clark,93.10220462,False
Lisa,Norton,17.32317763,False
Christopher,Smith,81.45143196,False
Mary,Myers,37.44740126,False
Stephanie,Skinner,6.450115409,False
Dave,Kelly,121.9757295,False
Patricia,Gallagher,196.371178,False
Shaun,Holloway,39.44032807,False
Marc,Love,262.2720982,False
Michael,Mayer,41.42900813,False
Mason,Rodriguez,162.7919652,False
Jason,Payne,83.2794627,False
Johnny,Hicks,74.9443794,False
Lisa,Rodgers,32.10622464,False
Sarah,Tyler,87.15157534,False
Brian,Rodriguez,26.0816515,False
Charlene,Jones,246.885328,False
Scott,Lawrence,227.6139565,False
Carol,Patrick,140.4516807,False
Mrs.,Jessica,60.11999568,False
Linda,Sullivan,4.597577836,False
Donna,Carrillo,237.8259111,False
Scott,Baker,227.4705054,False
Brian,Jensen,174.9671222,False
James,Sosa,81.43216331,False
Veronica,Zavala,51.45914813,False
Jenny,Fields,186.1692976,False
George,Monroe,230.8455603,False
Michael,Smith,153.7056177,False
Kevin,Oliver,190.3976967,False
Nicholas,Mejia,13.52272289,False
Phillip,Logan,169.7231774,False
Jamie,Jackson,299.1846576,False
Thomas,Alvarez,72.23090551,False
Kaitlin,Lawson,116.9434704,False
Carlos,Wagner,268.2158202,False
Christopher,Anderson,45.61401189,False
Roberto,Sparks,113.7675985,False
Julie,Oneal,214.0692547,False
Megan,Friedman,240.3518353,False
Cheryl,Taylor,96.58849728,False
Jeffrey,Hatfield,241.5103666,False
James,Phillips,18.9820537,False
Jessica,Moore,128.9224193,False
Eric,Richards,79.96034999,False
Rebecca,Mitchell,240.7557103,False
Anna,Patrick,158.13197,False
Eric,Schmidt,197.3438304,False
Mark,Campbell,156.8947774,False
Taylor,Oconnell,190.5868648,False
Debra,Peters,70.77282649,False
Richard,Anderson,99.64762699,False
William,Russell,201.2067577,False
Ryan,Mcdaniel,245.9720704,False
Jacqueline,Frazier,191.7286603,False
Steven,Stuart,32.13545499,False
Emily,Rodriguez,90.35267623,False
Ryan,Perez,28.24313981,False
Lauren,Hahn,287.3152387,False
Megan,Lopez,127.4434204,False
Matthew,Lucero,194.0146142,False
Joseph,Perez,52.96715715,False
Kimberly,Wright,153.6378606,False
Donald,Braun,16.16466094,False
Savannah,Reese,156.4062563,False
Leslie,Wiggins,65.73844854,False
Mrs.,Deanna,26.46654614,False
Derrick,Brown,22.81013853,False
Meghan,Davis,116.3037504,False
Faith,Edwards,163.6350438,False
Stephanie,Morgan,160.7615774,False
Laura,Vargas,17.12739612,False
Caleb,Singh,55.99219306,False
Cassandra,Andrade,189.3732231,False
Robert,Hall,183.8510853,False
Kenneth,Hill,6.341114311,False
David,Brown,136.8591472,False
Sarah,Lewis,237.1228892,False
Stephen,Meyers,261.2785989,False
Victor,Becker,71.86420397,False
Brad,Huff,150.7929287,False
Thomas,Sanchez,18.39675475,False
Michael,Chapman,229.9602555,False
Stephen,Lam,89.72241118,False
Theresa,Wells,80.07481776,False
Richard,Barrera,55.20716243,False
Kelly,Boyle,237.0515981,False
Alexander,Richardson,21.98915208,False
James,Hicks,177.0515297,False
Todd,Simon,93.74886446,False
Jason,Meyer,114.0768801,False
Matthew,Moore,150.4707103,False
Lindsay,Rivera,108.1302862,False
Michael,Peterson,253.4940966,False
Jennifer,Martin,193.1962602,False
Martin,Solomon,186.44926,False
Rebecca,Quinn,72.46973743,False
Kerry,Branch,9.474332966,False
Leslie,Ruiz,219.3292641,False
Joseph,Howard,86.76006819,False
Rebecca,Wright,233.5123787,False
Jacqueline,Phillips,266.4418808,False
Wesley,Erickson,134.5999692,False
Janet,West,225.8993827,False
James,Barnett,237.5878966,False
Eric,Scott,252.8316303,False
James,Jones,250.7173487,False
Joshua,Baker,87.85407145,False
Kathleen,Baker,260.1202045,False
Michael,Clark,260.3821386,False
Anne,Richards,214.576803,False
Renee,Williams,273.244834,False
Derek,Thomas,128.0732518,False
Robert,White,15.36006275,False
Teresa,Figueroa,157.0536374,False
Ashley,Murphy,117.9457723,False
Laura,Peterson,227.6123872,False
Brian,Cardenas,96.53388242,False
Dana,Conrad,12.35802683,False
Kathleen,Deleon,123.7719434,False
Ebony,Garcia,243.754614,False
Johnathan,Allen,8.375005469,False
Laura,Faulkner,.172930056,False
Kirk,Pearson,9.303532223,False
Joseph,Bonilla,44.2075727,False
Christina,Moore,121.1085131,False
Gary,Barber,109.5760422,False
Laura,Diaz,1.192317589,False
Jerry,Stuart,222.1184712,False
Brianna,Griffith,200.530082,False
Kenneth,Lopez,56.49118553,False
Wesley,Krause,115.9217821,False
Derek,Sullivan,199.9901641,False
Brian,Johnson,202.850954,False
Miss,Monica,190.9497467,False
Christine,Peterson,144.0482779,False
Brianna,Ramirez,196.1333418,False
Robert,Decker,71.98489152,False
Michael,Bryant,82.40541955,False
Jamie,Silva,161.7920788,False
Steven,Jones,96.06536657,False
Christopher,Bautista,25.7526185,False
Elizabeth,Stein,255.6515653,False
Brandi,Werner,297.9637678,False
Derrick,Jones,167.9345937,False
Michelle,Price,80.72808372,False
Kara,Silva,32.088137,False
Lisa,Cox,33.65138701,False
